OFFER_ID,OFFER_NAME,PRIMARY_FLAG,PAY_MODE,PAY_MODE_D,OFFER_TYPE_BI,SEGMENT_CATEGORY_BI
594769862,M2M OFFER GEIDIA,1,0,Prepaid,PREPAID,M2M
112309000,V Postpaid 300,1,1,Postpaid,POSTPAID,B2C
721722890,Haqeebiti,1,0,Prepaid,PREPAID,B2C
722792460,Platinum Plus Tier1,1,1,Postpaid,POSTPAID,B2C
1674624648,Data SIM One 15H,1,0,Prepaid,PREPAID,B2C
354431246,Postpaid 150 NoContract,1,1,Postpaid,POSTPAID,B2C
900010004,B2B EXC - Postpaid Package,1,1,Postpaid,,B2B
100000014,OneGBDataPackage,1,0,Prepaid,PREPAID,B2C
100000015,TwoGBDataPackage,1,0,Prepaid,PREPAID,B2C
100000016,Postpaid 150,1,1,Postpaid,POSTPAID,B2C
100000017,Postpaid 300,1,1,Postpaid,POSTPAID,B2C
100000018,Postpaid 500,1,1,Postpaid,POSTPAID,B2C
100000019,Postpaid 1500,1,1,Postpaid,POSTPAID,B2C
1338221461,B2B Bronze Package,1,1,Postpaid,POSTPAID,B2B
1342898453,Hawakom 5,1,0,Prepaid,PREPAID,B2C
1249460630,Hawakom Two,1,1,Postpaid,POSTPAID2,B2C
1139604434,Partners Corporate Package,1,3,Hybrid,HYBRID,B2B
900010012,M2MLebaraKIOSK,1,1,Postpaid,,M2M
384691348,Lebara UniConnect Package,1,0,Prepaid,PREPAID,
1939552622,Arkantel_100_MB,1,0,Prepaid,PREPAID,M2M
384580821,Data SIM_20GB_70SAR,1,0,Prepaid,PREPAID,
1595354994,Qanawat Staff,1,3,Hybrid,HYBRID,M2M
1449460983,Hawakom Five,1,1,Postpaid,POSTPAID2,B2C
1622790649,Silver,1,1,Postpaid,POSTPAID,B2C
1265510728,Student Package 10GB,1,3,Hybrid,HYBRID,B2C
1538420682,Lebara50SARPackage,1,0,Prepaid,PREPAID,B2C
1028147338,19 H Package,1,0,Prepaid,PREPAID,B2C
978161933,Eman Package,1,0,Prepaid,PREPAID,B2C
1740135245,Hawakom 1,1,0,Prepaid,PREPAID,B2C
1252917135,M2M Alhamrani Universal,1,0,Prepaid,PREPAID,M2M
1489314327,M2M_Alolom_100_MB,1,0,Prepaid,PREPAID,M2M
526878875,LebaraPackage_Zero,1,0,Prepaid,PREPAID,B2C
1633517595,SchoolCorp2,1,0,Prepaid,PREPAID,B2B
975924254, Postpaid 700,1,1,Postpaid,POSTPAID,B2C
186679211,HawaKom Package,1,1,Postpaid,POSTPAID2,
311879468,Fraud Test 50GB,1,0,Prepaid,,IT
338218032,B2B Gold Package,1,1,Postpaid,POSTPAID,B2B
1948555295,Qanawat_1_GB_Pre,1,0,Prepaid,PREPAID,M2M
356062515,8GB_DATA_SIM,1,1,Postpaid,POSTPAID2,B2C
1022791093,Gold,1,1,Postpaid,POSTPAID,B2C
1122659233,Data_Promoter,1,0,Prepaid,PREPAID,B2C
953131543,5GB_DATA_SIM,1,1,Postpaid,POSTPAID,B2C
187312539,V Postpaid 99,1,1,Postpaid,POSTPAID,
323678491,MobilyTest,1,0,Prepaid,PREPAID,
1155920926,Lebara_Postpaid_H25_SAR10,1,1,Postpaid,POSTPAID2,B2C
139205948,Postpaid 300_test,1,1,Postpaid,POSTPAID,B2C
312637648,V Postpaid 700,1,1,Postpaid,POSTPAID,B2C
1099413059,Post-Paid Packages,1,1,Postpaid,POSTPAID,
1562000806,M2M OFFER LEBARA,1,0,Prepaid,PREPAID,B2C
1622822951,Enjaz,1,0,Prepaid,PREPAID,B2C
129886305,Lebara1SARPackage,1,0,Prepaid,PREPAID,B2C
100000105,25H Package Plus,1,0,Prepaid,,B2C
100000107,M2MKIOSKLebara,1,0,Prepaid,,M2M
538219213,B2B Silver Package,1,1,Postpaid,POSTPAID,B2B
703937744,FriendsnFamilyHybrid,1,3,Hybrid,HYBRID,B2C
1442898217,Hawakom 2,1,0,Prepaid,PREPAID,B2C
100000108,PushToTalk,1,0,Prepaid,,M2M
1938853090,Smart_dimension_30_MB_PPS,1,0,Prepaid,PREPAID,M2M
384462511,Hawakom Package,1,0,Prepaid,PREPAID,
749460915,Hawakom Four,1,1,Postpaid,POSTPAID2,B2C
1762000356,M2M OFFER SKYBAND,1,0,Prepaid,PREPAID,M2M
100000109,M2M OFFER TOP TECH,1,0,Prepaid,,
1033070513,3GB_DataSIM,1,0,Prepaid,PREPAID,B2C
1633683377,Manpower package,1,0,Prepaid,PREPAID,B2B
1635314619,ICT_CORP,1,0,Prepaid,PREPAID,B2B
584583550,Data SIM_10GB_25SAR,1,0,Prepaid,PREPAID,
1488635442,Eman 2 Prepaid,1,0,Prepaid,PREPAID,B2C
1345603893,Naqel,1,0,Prepaid,,B2C
1808753717,V Mobile,1,3,Hybrid,HYBRID,B2C
100000115,25H_0 SAR Pre,1,0,Prepaid,,
100000116,25H_0 SAR HYB,1,3,Hybrid,,
100000117,25H_25 SAR HYB,1,3,Hybrid,,
100000118,25H_25 SAR PRE,1,0,Prepaid,,
596478135,Karam,1,3,Hybrid,HYBRID,B2B
796592760,10GB Philippine embassy,1,0,Prepaid,PREPAID,B2C
100000007,PrepGold,1,0,Prepaid,PREPAID,B2C
1912637592,V Postpaid 500,1,1,Postpaid,POSTPAID,B2C
100000008,PrepSilver,1,0,Prepaid,PREPAID,B2C
100000009,Alwataniah,1,0,Prepaid,PREPAID,B2B
100000010,SaudiPost,1,1,Postpaid,POSTPAID,B2C
100000011,Benya,1,1,Postpaid,POSTPAID,M2M
100000013,VisitorPackage,1,0,Prepaid,PREPAID,B2C
1628169498,LebaraPackage_Test,1,0,Prepaid,PREPAID,B2C
1552958364,25H package_10 SAR,1,0,Prepaid,PREPAID,B2C
1457149599,Student Package,1,3,Hybrid,HYBRID,B2C
1554537632,Postpaid 300 NoContract,1,1,Postpaid,POSTPAID,B2C
1706785317,25 H Package AB1,1,0,Prepaid,,B2C
100000101,Corporate Offer,1,1,Postpaid,POSTPAID,
100000001,LebaraPackage,1,0,Prepaid,PREPAID,B2C
1557972134,Lebara Hybrid SAR30,1,3,Hybrid,HYBRID,B2C
100000002,Employee,1,0,Prepaid,PREPAID,B2C
100000003,FriendsnFamily,1,0,Prepaid,PREPAID,B2C
154538115,Postpaid 1500 NoContract,1,1,Postpaid,POSTPAID,B2C
100000004,Partners,1,0,Prepaid,PREPAID,B2B
100000005,PrepBronze,1,0,Prepaid,PREPAID,B2C
100000006,PrepPlatinum,1,0,Prepaid,PREPAID,B2C
1837298221,8GB_DataSIM,1,0,Prepaid,PREPAID,B2C
1749459120,Hawakom One,1,1,Postpaid,POSTPAID2,B2C
1871101107,10GB data SIM,1,1,Postpaid,POSTPAID2,
1772996021,2GB data SIM,1,1,Postpaid,POSTPAID2,B2C
325154005,LebaraPackage_1,1,0,Prepaid,PREPAID,
1842898318,Hawakom 3,1,0,Prepaid,PREPAID,B2C
1530489600,Hajpackage,1,0,Prepaid,PREPAID,B2C
1859177864,Lebara Hajj 50 package,1,0,Prepaid,PREPAID,B2C
1979724427,Data SIM 50MB,1,1,Postpaid,POSTPAID2,B2C
1985218706,SEC Package,1,0,Prepaid,PREPAID,
1987501459,V Postpaid 399,1,1,Postpaid,POSTPAID,
1597191180,Corporate Package Health,1,3,Hybrid,HYBRID,B2B
